#Strand_gene_id	ChrName	Strand	Gene_start	Gene_end	Symbol	Entrez_id
MIR1185-1-14-1	chr14	+	101042977	101043062	MIR1185-1	100302157
MPL-1-1	chr1	+	43336875	43354464	MPL	4352
DSCR8-21-1	chr21	+	38121451	38156511	DSCR8	84677
TMEM60-7-1	chr7	-	77793728	77798430	TMEM60	85025
MIR3688-1-4-1	chr4	-	159128802	159128894	MIR3688-1	100500881
APOA1BP-1-1	chr1	+	156591766	156599818	NAXE	128240
BCORP1-24-1	chrY	-	19455431	19503153	BCORP1	286554
OR7E12P-11-1	chr11	-	3390707	3391915	OR7E12P	10821
NDUFB5-3-1	chr3	+	179604787	179624500	NDUFB5	4711
LINC00850-23-1	chrX	+	149825708	149879799	LINC00850	101241891
LOC338817-12-1	chr12	+	11548030	11564403	LINC01252	338817
ZNF806-2-1	chr2	+	132304792	132322750	ZNF806	646915
C14ORF166B-14-1	chr14	+	76826382	76870302	LRRC74A	145497
OR2T3-1-1	chr1	+	248473351	248474307	OR2T3	343173
ZNF785-16-1	chr16	-	30572939	30586038	ZNF785	146540
LOC100129620-1-1	chr1	+	99004276	99148852	LOC100129620	100129620
ULK4P2-15-1	chr15	+	30572555	30600708	ULK4P2	100288380
FBXO24-7-1	chr7	+	100582490	100601117	FBXO24	26261
RMDN1-8-1	chr8	-	86467055	86514348	RMDN1	51115
GOLGA8N-15-1	chr15	+	32593456	32607310	GOLGA8N	643699
TRPV3-17-1	chr17	-	3510502	3557995	TRPV3	162514
LRRC56-11-1	chr11	+	518967	554916	LRRC56	115399
SNORA70H-1-1	chr1	+	201978461	201978595	SNORA70H	109616993
UBXN10-1-1	chr1	+	20183007	20196048	UBXN10	127733
OSGEPL1-AS1-2-1	chr2	+	189762780	189765556	OSGEPL1-AS1	101409258
EXOC6-10-1	chr10	+	92826831	93059494	EXOC6	54536
SPATA33-16-1	chr16	+	89657744	89670458	SPATA33	124045
TMEM200C-18-1	chr18	-	5882339	5898701	TMEM200C	645369
TUFM-16-1	chr16	-	28842411	28859562	TUFM	7284
ARMC6-19-1	chr19	+	19033578	19058178	ARMC6	93436
MYOT-5-1	chr5	+	137867282	137887851	MYOT	9499
CBFA2T3-16-1	chr16	-	88874855	88977149	CBFA2T3	863
LOC729966-19-1	chr19	-	18249950	18255419	LOC729966	729966
ETFDH-4-1	chr4	+	158672101	158708713	ETFDH	2110
STK32A-AS1-5-1	chr5	-	147177035	147234931	STK32A-AS1	105378217
CYP11B2-8-1	chr8	-	142910559	142917843	CYP11B2	1585
LOC101927948-2-1	chr2	+	78088730	78127806	LOC101927948	101927948
EMC7-15-1	chr15	-	34084022	34101852	EMC7	56851
CXORF49-23-1	chrX	-	71714374	71718285	CXorf49	100130361
FLJ44635-23-1	chrX	+	72144184	72161750	FLJ44635	392490
REXO2-11-1	chr11	+	114439386	114450279	REXO2	25996
LOC100653233-7-1	chr7	+	57404767	57412147	LOC100653233	100653233
TMEM61-1-1	chr1	+	54980614	54992293	TMEM61	199964
ODF3B-22-1	chr22	-	50530409	50532579	ODF3B	440836
EGR2-10-1	chr10	-	62811996	62819167	EGR2	1959
MIR2682-1-1	chr1	-	98045242	98045351	MIR2682	100616452
VANGL1-1-1	chr1	+	115641953	115698224	VANGL1	81839
KRTAP23-1-21-1	chr21	-	30348399	30348606	KRTAP23-1	337963
LOC100507389-3-1	chr3	+	142926675	142942536	LOC100507389	100507389
UXT-23-1	chrX	-	47651792	47659180	UXT	8409
ARHGAP26-IT1-5-1	chr5	+	143192500	143194166	ARHGAP26-IT1	100874372
LINC01342-1-1	chr1	+	1137017	1144056	LINC01342	254099
KIF22-16-1	chr16	+	29790713	29805543	KIF22	3835
LOC100506444-4-1	chr4	+	53695901	53734358	LOC100506444	100506444
OR10G3-14-1	chr14	-	21569803	21570744	OR10G3	26533
ZNF853-7-1	chr7	+	6615617	6624290	ZNF853	54753
LINC00298-2-1	chr2	-	7922425	7976814	LINC00298	339788
MIR939-8-1	chr8	-	144394149	144394230	MIR939	100126351
ARHGAP29-1-1	chr1	-	94168907	94275068	ARHGAP29	9411
ACVR1-2-1	chr2	-	157736446	157875896	ACVR1	90
ZNF783-7-1	chr7	+	149262171	149284994	ZNF783	100289678
MTPAP-10-1	chr10	-	30309801	30349338	MTPAP	55149
DHRS13-17-1	chr17	-	28897781	28903071	DHRS13	147015
CARD8-19-1	chr19	-	48203148	48256264	CARD8	22900
MIR4656-7-1	chr7	-	4788565	4788639	MIR4656	100616465
ZNF208-19-1	chr19	-	21939766	22010943	ZNF208	7757
YARS2-12-1	chr12	-	32725247	32756458	YARS2	51067
ZDHHC16-10-1	chr10	+	97446131	97457370	ZDHHC16	84287
YTHDC1-4-1	chr4	-	68310387	68350117	YTHDC1	91746
KRTAP5-6-11-1	chr11	+	1697195	1697755	KRTAP5-6	440023
CTSG-14-1	chr14	-	24573518	24576260	CTSG	1511
MIR3928-22-1	chr22	-	31160062	31160119	MIR3928	100500901
DNM1P50-15-1	chr15	-	30568598	30571721	DNM1P50	101927579
FHL2-2-1	chr2	-	105360826	105438773	FHL2	2274
PANK4-1-1	chr1	-	2508531	2526628	PANK4	55229
PRSS45-3-1	chr3	-	46742091	46744755	PRSS45	377047
CACNA1A-19-1	chr19	-	13206442	13506460	CACNA1A	773
SLAMF6-1-1	chr1	-	160485030	160523263	SLAMF6	114836
AGAP11-10-1	chr10	+	86970741	87010203	AGAP11	119385
SNORA117-20-1	chr20	-	62882806	62882903	SNORA117	109623463
TMEM179-14-1	chr14	-	104590864	104604787	TMEM179	388021
STK24-AS1-13-1	chr13	+	98577255	98578841	STK24-AS1	100874069
AIM2-1-1	chr1	-	159059226	159132351	AIM2	9447
RPL13AP6-10-1	chr10	-	110936603	110937255	RPL13AP6	644511
FABP5P3-7-1	chr7	+	152436895	152443016	FABP5P3	220832
NEURL4-17-1	chr17	-	7315632	7329319	NEURL4	84461
SUN1-7-1	chr7	+	815557	874920	SUN1	23353
LOC442132-5-1	chr5	-	7301330	7306714	LOC442132	442132
KRTAP10-9-21-1	chr21	+	44627123	44628378	KRTAP10-9	386676
XK-23-1	chrX	+	37685686	37732130	XK	7504
SLC47A2-17-1	chr17	-	19678313	19719598	SLC47A2	146802
TBC1D28-17-1	chr17	-	18634434	18644431	TBC1D28	254272
LOC154449-6-1	chr6	-	170254334	170262569	LOC154449	154449
MIR4517-16-1	chr16	+	28958583	28958661	MIR4517	100616487
SNORD113-4-14-1	chr14	+	100936491	100936564	SNORD113-4	767564
SPATA31D5P-9-1	chr9	+	81913437	81919927	SPATA31D5P	347127
LOC283665-15-1	chr15	+	58065225	58072705	LOC283665	283665
ARHGAP11B-15-1	chr15	+	30626148	30649182	ARHGAP11B	89839
LAMB2P1-3-1	chr3	-	49152859	49154401	LAMB2P1	22973
TMEM212-3-1	chr3	+	171843339	171859318	TMEM212	389177
PRAMEF20-1-1	chr1	+	13410450	13421328	PRAMEF20	645425
OR1C1-1-1	chr1	-	247757462	247758406	OR1C1	26188
ZNF701-19-1	chr19	+	52570273	52627269	ZNF701	55762
ZBED5-AS1-11-1	chr11	+	10858217	10879276	ZBED5-AS1	729013
PTPN12-7-1	chr7	+	77537190	77640071	PTPN12	5782
TMIGD2-19-1	chr19	-	4292227	4302439	TMIGD2	126259
GRIN2D-19-1	chr19	+	48394875	48444937	GRIN2D	2906
PBX1-1-1	chr1	+	164559360	164886047	PBX1	5087
GADD45GIP1-19-1	chr19	-	12954156	12957254	GADD45GIP1	90480
TAC1-7-1	chr7	+	97731959	97740472	TAC1	6863
ANGEL2-1-1	chr1	-	212992182	213015875	ANGEL2	90806
KIAA0232-4-1	chr4	+	6782732	6884172	KIAA0232	9778
BVES-6-1	chr6	-	105096822	105137174	BVES	11149
KCND3-IT1-1-1	chr1	-	111853762	111856905	KCND3-IT1	100874295
CD177-19-1	chr19	+	43353659	43366063	CD177	57126
LINC01471-3-1	chr3	-	127497601	127537780	LINC01471	101927149
LOC101927543-8-1	chr8	+	120761253	120776832	LOC101927543	101927543
RNMTL1-17-1	chr17	+	782329	792509	MRM3	55178
MAN1C1-1-1	chr1	+	25616820	25786207	MAN1C1	57134
PDAP1-7-1	chr7	-	99394673	99408682	PDAP1	11333
TFAP2D-6-1	chr6	+	50713544	50773033	TFAP2D	83741
NFE4-7-1	chr7	+	102973437	102978667	NFE4	58160
LINC00489-20-1	chr20	-	37619298	37623119	LINC00489	100861522
FAM86JP-3-1	chr3	+	125916601	125930024	FAM86JP	100125556
LOC100507091-12-1	chr12	+	123081384	123084744	PITPNM2-AS1	100507091
XYLT2-17-1	chr17	+	50346032	50361185	XYLT2	64132
NPR2-9-1	chr9	+	35782086	35809731	NPR2	4882
TBRG4-7-1	chr7	-	45100100	45111747	TBRG4	9238
LINC01431-20-1	chr20	-	23356594	23358127	LINC01431	100505683
LOC399975-11-1	chr11	-	129233778	129283164	LOC399975	399975
ACOX1-17-1	chr17	-	75941507	75979434	ACOX1	51
ITGA5-12-1	chr12	-	54395261	54419266	ITGA5	3678
GACAT3-2-1	chr2	+	16050427	16085689	GACAT3	104797537
FAM133CP-10-1	chr10	+	58715015	58717534	FAM133CP	728640
LOC100505795-1-1	chr1	-	164769116	164774641	LOC100505795	100505795
INHA-2-1	chr2	+	219572232	219575713	INHA	3623
LOC105372990-22-1	chr22	+	30432686	30436501	LOC105372990	105372990
SMC2-AS1-9-1	chr9	-	104080024	104092474	SMC2-AS1	101928550
LINC00492-5-1	chr5	+	102581368	102617589	LINC00492	100861468
PHACTR1-6-1	chr6	+	12716635	13290462	PHACTR1	221692
CDKN1A-6-1	chr6	+	36676460	36687339	CDKN1A	1026
LOC643339-12-1	chr12	-	93003758	93377736	LOC643339	643339
LOC103171574-15-1	chr15	+	84422519	84425882	LOC103171574	103171574
LOC285095-2-1	chr2	-	241893983	241902623	LOC285095	285095
C1ORF167-1-1	chr1	+	11762188	11790223	C1orf167	284498
HCG17-6-1	chr6	-	30234039	30326134	HCG17	414778
S100A7L2-1-1	chr1	-	153436995	153440027	S100A7L2	645922
PAX5-9-1	chr9	-	36833275	37034479	PAX5	5079
LOC339240-17-1	chr17	+	18422181	18425333	KRT17P5	339240
GRB10-7-1	chr7	-	50590063	50793462	GRB10	2887
MIR1245A-2-1	chr2	+	188978092	188978161	MIR1245A	100302219
LOC101928804-19-1	chr19	-	54769422	54771064	LOC101928804	101928804
LINC00608-2-1	chr2	+	218976284	218977922	LINC00608	151300
TAPBP-6-1	chr6	-	33299694	33314387	TAPBP	6892
ACSM2B-16-1	chr16	-	20536758	20576376	ACSM2B	348158
PSG10P-19-1	chr19	-	42836997	42855718	PSG10P	653492
LCP1-13-1	chr13	-	46125923	46182324	LCP1	3936
CT45A5-23-1	chrX	-	135777130	135785514	CT45A5	441521
VWA8-13-1	chr13	-	41566825	41961746	VWA8	23078
SLC37A2-11-1	chr11	+	125063067	125090516	SLC37A2	219855
EPRS-1-1	chr1	-	219968600	220046658	EPRS	2058
PAXBP1-21-1	chr21	-	32733899	32771858	PAXBP1	94104
CTD-2350J17.1-5-1	chr5	-	15602189	15615002	CTD-2350J17.1	101929472
MIR4490-11-1	chr11	-	90555774	90555857	MIR4490	100616186
LOC105370361-13-1	chr13	+	110121702	110125234	LOC105370361	105370361
APOC1P1-19-1	chr19	+	44926803	44931386	APOC1P1	342
MIR3681HG-2-1	chr2	+	12007116	12578348	MIR3681HG	100506457
NECAP1-12-1	chr12	+	8082211	8097777	NECAP1	25977
SHOX-23-1	chrX	+	624344	659411	SHOX	6473
CNTN4-AS1-3-1	chr3	-	3039661	3061145	CNTN4-AS1	100873975
RABL6-9-1	chr9	+	136807922	136841187	RABL6	55684
NEUROG1-5-1	chr5	-	135534282	135535949	NEUROG1	4762
RPN1-3-1	chr3	-	128619970	128650876	RPN1	6184
LINC01142-1-1	chr1	-	170271405	170284208	LINC01142	284688
PPP1R3C-10-1	chr10	-	91628441	91633101	PPP1R3C	5507
LOC100133669-8-1	chr8	-	142982031	143018390	LY6E-DT	100133669
LBX1-AS1-10-1	chr10	+	101229594	101238859	LBX1-AS1	399806
MIR4258-1-1	chr1	+	154975693	154975783	MIR4258	100423020
SMIM22-16-1	chr16	+	4788395	4796491	SMIM22	440335
WHAMMP3-15-1	chr15	+	22664739	22685368	WHAMMP3	339005
CDC45-22-1	chr22	+	19479294	19520612	CDC45	8318
TBX10-11-1	chr11	-	67631303	67639560	TBX10	347853
LOC645434-6-1	chr6	-	139468995	139474596	LINC01625	645434
TSGA13-7-1	chr7	-	130668646	130687432	TSGA13	114960
LINC00280-24-1	chrY	-	6357219	6361413	LINC00280	100873964
GLRX3-10-1	chr10	+	130136375	130182877	GLRX3	10539
LINC00856-10-1	chr10	+	78248625	78252645	LINC00856	100132987
MIR4717-16-1	chr16	+	2274620	2274691	MIR4717	100616241
FILIP1-6-1	chr6	-	75291858	75493914	FILIP1	27145
ZKSCAN5-7-1	chr7	+	99504644	99534106	ZKSCAN5	23660
PIGG-4-1	chr4	+	499200	540196	PIGG	54872
LGALS8-AS1-1-1	chr1	-	236523069	236524508	LGALS8-AS1	100287902
NOL4-18-1	chr18	-	33851100	34224957	NOL4	8715
OR11H2-14-1	chr14	-	19712904	19714332	OR11H2	79334
CEBPZOS-2-1	chr2	+	37196461	37216193	CEBPZOS	100505876
ZMYM2-13-1	chr13	+	19957406	20091845	ZMYM2	7750
MYCNOS-2-1	chr2	-	15936265	15942459	MYCNOS	10408
SYNJ2-IT1-6-1	chr6	+	158001107	158002383	SYNJ2-IT1	100874300
TRUB2-9-1	chr9	-	128309100	128322780	TRUB2	26995
SLC45A2-5-1	chr5	-	33944616	33984675	SLC45A2	51151
GRAPL-17-1	chr17	+	19123189	19159187	GRAPL	400581
KAT2A-17-1	chr17	-	42113111	42121409	KAT2A	2648
LOC101927549-10-1	chr10	-	105673610	105820333	LOC101927549	101927549
TOB2-22-1	chr22	-	41433488	41448230	TOB2	10766
WFIKKN2-17-1	chr17	+	50834650	50842353	WFIKKN2	124857
CCDC69-5-1	chr5	-	151181052	151224093	CCDC69	26112
MRPL42-12-1	chr12	+	93467490	93503772	MRPL42	28977
MACROD2-IT1-20-1	chr20	+	14554384	14628908	MACROD2-IT1	140848
FUZ-19-1	chr19	-	49806866	49817376	FUZ	80199
HLF-17-1	chr17	+	55264960	55325176	HLF	3131
GABRR3-3-1	chr3	-	97986683	98035304	GABRR3	200959
TMEM71-8-1	chr8	-	132709945	132760668	TMEM71	137835
TMEM126A-11-1	chr11	+	85647919	85656553	TMEM126A	84233
BFSP2-3-1	chr3	+	133397882	133475212	BFSP2	8419
YBX2-17-1	chr17	-	7288252	7294557	YBX2	51087
NKRF-23-1	chrX	-	119588337	119606464	NKRF	55922
HOXD1-2-1	chr2	+	176188579	176190907	HOXD1	3231
LOC285627-5-1	chr5	-	159448556	159466276	LINC01845	285627
MIR548AU-9-1	chr9	+	93594841	93594894	MIR548AU	100847045
LINC00511-17-1	chr17	-	72598041	72640472	LINC00511	400619
LOC400654-18-1	chr18	-	64213082	64260055	LINC01538	400654
SMG1-16-1	chr16	-	18804853	18926428	SMG1	23049
SNORA58-3-1	chr3	-	131478998	131479233	SNORA58	677836
GH1-17-1	chr17	-	63917193	63918852	GH1	2688
KCNC4-1-1	chr1	+	110210714	110282649	KCNC4	3749
TMEM8A-16-1	chr16	-	370776	381950	TMEM8A	58986
MEF2BNB-19-1	chr19	-	19176904	19192591	BORCS8	729991
ZNF735-7-1	chr7	+	64207203	64220290	ZNF735	730291
CHIA-1-1	chr1	+	111290852	111320566	CHIA	27159
GOLGA8H-15-1	chr15	+	30604030	30617827	GOLGA8H	728498
TCP1-6-1	chr6	-	159778498	159789703	TCP1	6950
PRSS54-16-1	chr16	-	58279997	58295047	PRSS54	221191
LINC02202-5-1	chr5	+	159100483	159117478	LINC02202	101927740
NCF1-7-1	chr7	+	74773962	74789376	NCF1	653361
SMPD4-2-1	chr2	-	130151392	130182750	SMPD4	55627
CELA3B-1-1	chr1	+	21976894	21989354	CELA3B	23436
ZNF654-3-1	chr3	+	88059197	88144660	ZNF654	55279
IL1RL1-2-1	chr2	+	102311502	102352367	IL1RL1	9173
MIR5692A2-8-1	chr8	+	12719132	12719190	MIR5692A2	100847038
XRN2-20-1	chr20	+	21303284	21389825	XRN2	22803
NUDT8-11-1	chr11	-	67621421	67629937	NUDT8	254552
RRAGC-1-1	chr1	-	38838197	38859823	RRAGC	64121
C19ORF47-19-1	chr19	-	40292743	40348527	C19orf47	126526
ZPBP2-17-1	chr17	+	39868164	39877896	ZPBP2	124626
ARHGAP21-10-1	chr10	-	24583609	24725421	ARHGAP21	57584
KRT38-17-1	chr17	-	41436369	41441344	KRT38	8687
C20ORF26-20-1	chr20	+	20052514	20360714	CFAP61	26074
CLEC10A-17-1	chr17	-	7074537	7080307	CLEC10A	10462
HMMR-5-1	chr5	+	163460511	163491945	HMMR	3161
PRKCSH-19-1	chr19	+	11435257	11450968	PRKCSH	5589
LINC00537-9-1	chr9	+	63812941	63819029	LINC00537	203274
KRT7-AS-12-1	chr12	-	52245043	52247448	KRT7-AS	109729127
LEPRE1-1-1	chr1	-	42746335	42767084	P3H1	64175
ZNF484-9-1	chr9	-	92844195	92878060	ZNF484	83744
LOC101927166-17-1	chr17	+	48444833	48466040	LOC101927166	101927166
CCDC41-12-1	chr12	-	94265652	94460616	CEP83	51134
OR2G2-1-1	chr1	+	247588360	247589313	OR2G2	81470
SMPD1-11-1	chr11	+	6390414	6394998	SMPD1	6609
LINC01082-16-1	chr16	+	86196181	86199720	LINC01082	100506542
CRX-19-1	chr19	+	47821840	47843330	CRX	1406
SHC2-19-1	chr19	-	416583	461011	SHC2	25759
CAMSAP2-1-1	chr1	+	200738905	200860707	CAMSAP2	23271
ARSD-AS1-23-1	chrX	+	2904904	2906122	ARSD-AS1	100506356
MCM6-2-1	chr2	-	135839626	135876477	MCM6	4175
THAP10-15-1	chr15	-	70881342	70892433	THAP10	56906
PAQR4-16-1	chr16	+	2969245	2973489	PAQR4	124222
ZACN-17-1	chr17	+	76079182	76082804	ZACN	353174
CD6-11-1	chr11	+	60971641	61020377	CD6	923
NUP210-3-1	chr3	-	13316230	13420319	NUP210	23225
MROH9-1-1	chr1	+	170935471	171066341	MROH9	80133
CWF19L2-11-1	chr11	-	107326345	107457846	CWF19L2	143884
KATNB1-16-1	chr16	+	57735602	57757250	KATNB1	10300
GAGE12F-23-1	chrX	+	49560808	49568208	GAGE12F	100008586
MTF1-1-1	chr1	-	37809567	37859620	MTF1	4520
GRHL3-1-1	chr1	+	24319322	24364482	GRHL3	57822
CCDC169-SOHLH2-13-1	chr13	-	36168208	36297855	CCDC169-SOHLH2	100526761
ENTPD5-14-1	chr14	-	73957916	74019332	ENTPD5	957
GDF10-10-1	chr10	+	47300224	47313583	GDF10	2662
MIR548U-6-1	chr6	+	57390132	57390212	MIR548U	100422884
SMIM7-19-1	chr19	-	16630741	16660157	SMIM7	79086
RALY-AS1-20-1	chr20	-	33992488	33994367	RALY-AS1	101926888
AP3S1-5-1	chr5	+	115841606	115914081	AP3S1	1176
CR2-1-1	chr1	+	207454300	207489895	CR2	1380
AMBN-4-1	chr4	+	70592258	70607288	AMBN	258
OR8G1-11-1	chr11	+	124249676	124250611	OR8G1	26494
LOC80154-15-1	chr15	-	82471477	82513999	GOLGA2P10	80154
ZNF501-3-1	chr3	+	44729606	44737083	ZNF501	115560
SNORA79-14-1	chr14	-	81202695	81202834	SNORA79	677845
MIR379-14-1	chr14	+	101022066	101022132	MIR379	494328
CSPG5-3-1	chr3	-	47562238	47580240	CSPG5	10675
MYO1E-15-1	chr15	-	59135969	59372872	MYO1E	4643
BARHL1-9-1	chr9	+	132582606	132590253	BARHL1	56751
N4BP2-4-1	chr4	+	40056223	40187039	N4BP2	55728
LINC02462-4-1	chr4	+	134423868	134545504	LINC02462	105377434
CITED1-23-1	chrX	-	72301638	72307187	CITED1	4435
MANEA-AS1-6-1	chr6	-	95560096	95577451	MANEA-AS1	101927288
LINC01828-2-1	chr2	+	67086446	67289244	LINC01828	102800447
SLC7A2-8-1	chr8	+	17494349	17570568	SLC7A2	6542
MIR1537-1-1	chr1	-	235853000	235853060	MIR1537	100302139
MED20-6-1	chr6	-	41905353	41921147	MED20	9477
TMEM201-1-1	chr1	+	9588843	9614877	TMEM201	199953
NETO2-16-1	chr16	-	47081520	47144025	NETO2	81831
ZMYND15-17-1	chr17	+	4740015	4746119	ZMYND15	84225
MED14OS-23-1	chrX	+	40735396	40738701	MED14OS	100873985
UBE2F-2-1	chr2	+	237966945	238042782	UBE2F	140739
DNASE1L1-23-1	chrX	-	154401236	154412101	DNASE1L1	1774
HIST1H2BO-6-1	chr6	+	27893425	27893891	HIST1H2BO	8348
EXOSC10-1-1	chr1	-	11066613	11099910	EXOSC10	5394
TAPT1-AS1-4-1	chr4	+	16226663	16258187	TAPT1-AS1	202020
FAM90A1-12-1	chr12	-	8221260	8227618	FAM90A1	55138
GTSE1-22-1	chr22	+	46295143	46333699	GTSE1	51512
SNORD160-1-1	chr1	+	44762035	44762107	SNORD160	109623476
PCDH1-5-1	chr5	-	141850393	141878410	PCDH1	5097
LOC441601-11-1	chr11	-	50279828	50298462	LOC441601	441601
GTF2H2-5-1	chr5	-	71035124	71109113	GTF2H2	2966
PPIC-5-1	chr5	-	123023383	123036730	PPIC	5480
PPA1-10-1	chr10	-	70202830	70233434	PPA1	5464
FAM86B3P-8-1	chr8	+	8228570	8244865	FAM86B3P	286042
HAUS2-15-1	chr15	+	42548813	42569994	HAUS2	55142
IRF1-5-1	chr5	-	132481609	132490789	IRF1	3659
XPR1-1-1	chr1	+	180632010	180890279	XPR1	9213
KRTCAP3-2-1	chr2	+	27442366	27446481	KRTCAP3	200634
LOC102724604-3-1	chr3	-	181421163	181442486	LOC102724604	102724604
TXNRD2-22-1	chr22	-	19875518	19941992	TXNRD2	10587
SECISBP2-9-1	chr9	+	89318473	89367117	SECISBP2	79048
LINC00507-12-1	chr12	+	127915410	127951552	LINC00507	100862680
LINC01247-2-1	chr2	-	6366010	6375422	LINC01247	101929390
PEX5-12-1	chr12	+	7188685	7218574	PEX5	5830
ERI3-1-1	chr1	-	44221070	44355298	ERI3	79033
USP15-12-1	chr12	+	62260340	62409721	USP15	9958
RGS18-1-1	chr1	+	192158462	192187172	RGS18	64407
MTMR2-11-1	chr11	-	95832880	95924207	MTMR2	8898
LOC100289361-3-1	chr3	-	143000845	143001467	LOC100289361	100289361
BAP1-3-1	chr3	-	52401004	52410105	BAP1	8314
CEACAM6-19-1	chr19	+	41755520	41772211	CEACAM6	4680
IL5-5-1	chr5	-	132539194	132556864	IL5	3567
MORN1-1-1	chr1	-	2319202	2391751	MORN1	79906
PMCHL2-5-1	chr5	+	71375785	71385993	PMCHL2	5370
DBF4-7-1	chr7	+	87876229	87909541	DBF4	10926
RMDN2-2-1	chr2	+	37920789	38069246	RMDN2	151393
EIF1B-3-1	chr3	+	40309682	40312424	EIF1B	10289
LINC00908-18-1	chr18	+	76528655	76559827	LINC00908	284276
TIA1-2-1	chr2	-	70209444	70248793	TIA1	7072
LOC100131635-3-1	chr3	+	187702366	187732415	LOC100131635	100131635
MIR4446-3-1	chr3	+	113594876	113594942	MIR4446	100616476
IKZF5-10-1	chr10	-	122990806	123008850	IKZF5	64376
ANO10-3-1	chr3	-	43366326	43691594	ANO10	55129
ABHD5-3-1	chr3	+	43690870	43734371	ABHD5	51099
MIR2053-8-1	chr8	+	112643493	112643583	MIR2053	100302225
CRIP1-14-1	chr14	+	105486920	105488789	CRIP1	1396
TMPRSS2-21-1	chr21	-	41464551	41508158	TMPRSS2	7113
SLC7A11-4-1	chr4	-	138164094	138242349	SLC7A11	23657
PRY2-24-1	chrY	-	22071756	22096007	PRY2	442862
ANKAR-2-1	chr2	+	189674292	189763059	ANKAR	150709
DPF1-19-1	chr19	-	38211006	38229714	DPF1	8193
SLC9A9-AS1-3-1	chr3	+	143342246	143347071	SLC9A9-AS1	100885796
LINC01065-13-1	chr13	-	53131746	53151900	LINC01065	102723875
IFNGR1-6-1	chr6	-	137197484	137220351	IFNGR1	3459
MMRN1-4-1	chr4	+	89879539	89954629	MMRN1	22915
LINC02027-3-1	chr3	+	80993868	81095647	LINC02027	728290
CROCC2-2-1	chr2	+	240906160	240993311	CROCC2	728763
SNAP25-AS1-20-1	chr20	-	10023812	10219506	SNAP25-AS1	100131208
NFXL1-4-1	chr4	-	47847233	47914667	NFXL1	152518
LOC100132078-11-1	chr11	-	111414242	111418186	LOC100132078	100132078
MRPL14-6-1	chr6	-	44113454	44127491	MRPL14	64928
CLPSL1-6-1	chr6	+	35781017	35794039	CLPSL1	340204
PITPNB-22-1	chr22	-	27851669	27919306	PITPNB	23760
LINC00513-7-1	chr7	+	130913464	130921946	LINC00513	100506860
RBM20-10-1	chr10	+	110641933	110839471	RBM20	282996
FLJ38122-6-1	chr6	+	170272474	170279469	LINC01624	401289
SIL1-5-1	chr5	-	138946720	139198376	SIL1	64374
PMS2P5-7-1	chr7	+	74890768	74921138	PMS2P5	5383
RAB38-11-1	chr11	-	87809490	88175504	RAB38	23682
ATG10-5-1	chr5	+	81972021	82258502	ATG10	83734
CCR1-3-1	chr3	-	46201709	46208341	CCR1	1230
GOSR2-17-1	chr17	+	46923108	46975519	GOSR2	9570
MIR665-14-1	chr14	+	100875033	100875104	MIR665	100126315
OR51G1-11-1	chr11	-	4923374	4924339	OR51G1	79324
RESP18-2-1	chr2	-	219327407	219334535	RESP18	389075
LOC100508046-14-1	chr14	-	18976748	18980793	LOC100508046	100508046
SORBS2-4-1	chr4	-	185585444	185956716	SORBS2	8470
CHTF8-16-1	chr16	-	69118009	69132590	CHTF8	54921
ACOT12-5-1	chr5	-	81309045	81394174	ACOT12	134526
DPYSL3-5-1	chr5	-	147390808	147510056	DPYSL3	1809
WASIR1-23-1	chrX	-	156014564	156016830	WASIR1	100128260
PAICS-4-1	chr4	+	56435749	56461368	PAICS	10606
SKP2-5-1	chr5	+	36152043	36184041	SKP2	6502
CDH7-18-1	chr18	+	65750252	65885136	CDH7	1005
MIR3926-2-8-1	chr8	+	12727237	12727299	MIR3926-2	100500838
LOC100288570-2-1	chr2	-	110402917	110423816	LOC100288570	100288570
MIR936-10-1	chr10	-	104048089	104048186	MIR936	100126326
RNF224-9-1	chr9	+	137227566	137229640	RNF224	643596
SPDL1-5-1	chr5	+	169583634	169604778	SPDL1	54908
GTSF1-12-1	chr12	-	54455952	54473602	GTSF1	121355
CFHR5-1-1	chr1	+	196975022	197009725	CFHR5	81494
PLEKHG1-6-1	chr6	+	150599865	150843665	PLEKHG1	57480
LRRC43-12-1	chr12	+	122167719	122203471	LRRC43	254050
KCNK6-19-1	chr19	+	38319844	38329014	KCNK6	9424
DNAH5-5-1	chr5	-	13690328	14011829	DNAH5	1767
MIR6794-19-1	chr19	+	12852260	12852327	MIR6794	102466196
CYP2C18-10-1	chr10	+	94683494	94736190	CYP2C18	1562
ZNRF2P2-7-1	chr7	-	29684772	29685821	ZNRF2P2	100271874
MESTIT1-7-1	chr7	-	130487057	130491172	MESTIT1	317751
OTOP2-17-1	chr17	+	74922955	74933913	OTOP2	92736
GNG5-1-1	chr1	-	84498323	84506579	GNG5	2787
PRSS27-16-1	chr16	-	2712418	2720551	PRSS27	83886
PHIP-6-1	chr6	-	78934419	79078298	PHIP	55023
TBC1D31-8-1	chr8	+	123041961	123165169	TBC1D31	93594
ARHGAP39-8-1	chr8	-	144529179	144700520	ARHGAP39	80728
CCL24-7-1	chr7	-	75810825	75823356	CCL24	6369
GHDC-17-1	chr17	-	42189087	42194532	GHDC	84514
HHATL-AS1-3-1	chr3	+	42702541	42706765	HHATL-AS1	100874044
